板块,公司全称,A股代码,A股简称,A股上市日期,所属行业
中小板,新疆天顺供应链股份有限公司,002800,天顺股份,2016-05-30,G 运输仓储
中小板,杭州微光电子股份有限公司,002801,微光股份,2016-06-22,C 制造业
中小板,无锡洪汇新材料科技股份有限公司,002802,洪汇新材,2016-06-29,C 制造业
中小板,厦门吉宏科技股份有限公司,002803,吉宏股份,2016-07-12,I 信息技术
中小板,山东丰元化学股份有限公司,002805,丰元股份,2016-07-07,C 制造业
中小板,广东华锋新能源科技股份有限公司,002806,华锋股份,2016-07-26,C 制造业
中小板,江苏江阴农村商业银行股份有限公司,002807,江阴银行,2016-09-02,J 金融业
中小板,苏州恒久光电科技股份有限公司,002808,恒久科技,2016-08-12,C 制造业
中小板,广东红墙新材料股份有限公司,002809,红墙股份,2016-08-23,C 制造业
中小板,山东赫达股份有限公司,002810,山东赫达,2016-08-26,C 制造业
中小板,深圳市郑中设计股份有限公司,002811,郑中设计,2016-09-08,E 建筑业
中小板,云南恩捷新材料股份有限公司,002812,恩捷股份,2016-09-14,C 制造业
中小板,深圳市路畅科技股份有限公司,002813,路畅科技,2016-10-12,C 制造业
中小板,崇达技术股份有限公司,002815,崇达技术,2016-10-12,C 制造业
中小板,深圳市和科达精密清洗设备股份有限公司,002816,和科达,2016-10-25,C 制造业
中小板,安徽黄山胶囊股份有限公司,002817,黄山胶囊,2016-10-25,C 制造业
中小板,成都富森美家居股份有限公司,002818,富森美,2016-11-09,L 商务服务
中小板,北京东方中科集成科技股份有限公司,002819,东方中科,2016-11-11,F 批发零售
中小板,天津桂发祥十八街麻花食品股份有限公司,002820,桂发祥,2016-11-18,C 制造业
中小板,凯莱英医药集团（天津）股份有限公司,002821,凯莱英,2016-11-18,C 制造业
中小板,深圳市中装建设集团股份有限公司,002822,中装建设,2016-11-29,E 建筑业
中小板,深圳市凯中精密技术股份有限公司,002823,凯中精密,2016-11-24,C 制造业
中小板,广东和胜工业铝材股份有限公司,002824,和胜股份,2017-01-12,C 制造业
中小板,上海纳尔实业股份有限公司,002825,纳尔股份,2016-11-29,C 制造业
中小板,西藏易明西雅医药科技股份有限公司,002826,易明医药,2016-12-09,C 制造业
中小板,西藏高争民爆股份有限公司,002827,高争民爆,2016-12-09,C 制造业
中小板,新疆贝肯能源工程股份有限公司,002828,贝肯能源,2016-12-08,B 采矿业
中小板,北京星网宇达科技股份有限公司,002829,星网宇达,2016-12-13,C 制造业
中小板,深圳市名雕装饰股份有限公司,002830,名雕股份,2016-12-13,E 建筑业
中小板,深圳市裕同包装科技股份有限公司,002831,裕同科技,2016-12-16,C 制造业
中小板,比音勒芬服饰股份有限公司,002832,比音勒芬,2016-12-23,C 制造业
中小板,广州弘亚数控机械股份有限公司,002833,弘亚数控,2016-12-28,C 制造业
中小板,深圳市同为数码科技股份有限公司,002835,同为股份,2016-12-28,C 制造业
中小板,广东新宏泽包装股份有限公司,002836,新宏泽,2016-12-29,C 制造业
中小板,深圳市英维克科技股份有限公司,002837,英维克,2016-12-29,C 制造业
中小板,山东道恩高分子材料股份有限公司,002838,道恩股份,2017-01-06,C 制造业
中小板,江苏张家港农村商业银行股份有限公司,002839,张家港行,2017-01-24,J 金融业
中小板,浙江华统肉制品股份有限公司,002840,华统股份,2017-01-10,C 制造业
中小板,广州视源电子科技股份有限公司,002841,视源股份,2017-01-19,C 制造业
中小板,广东翔鹭钨业股份有限公司,002842,翔鹭钨业,2017-01-19,C 制造业
中小板,湖南泰嘉新材料科技股份有限公司,002843,泰嘉股份,2017-01-20,C 制造业
中小板,深圳同兴达科技股份有限公司,002845,同兴达,2017-01-25,C 制造业
中小板,广东英联包装股份有限公司,002846,英联股份,2017-02-07,C 制造业
中小板,盐津铺子食品股份有限公司,002847,盐津铺子,2017-02-08,C 制造业
中小板,高斯贝尔数码科技股份有限公司,002848,高斯贝尔,2017-02-13,C 制造业
中小板,浙江威星智能仪表股份有限公司,002849,威星智能,2017-02-17,C 制造业
中小板,深圳市科达利实业股份有限公司,002850,科达利,2017-03-02,C 制造业
中小板,深圳麦格米特电气股份有限公司,002851,麦格米特,2017-03-06,C 制造业
中小板,道道全粮油股份有限公司,002852,道道全,2017-03-10,C 制造业
中小板,广东皮阿诺科学艺术家居股份有限公司,002853,皮阿诺,2017-03-10,C 制造业
中小板,东莞捷荣技术股份有限公司,002855,捷荣技术,2017-03-21,C 制造业
中小板,深圳市美芝装饰设计工程股份有限公司,002856,美芝股份,2017-03-20,E 建筑业
中小板,郑州三晖电气股份有限公司,002857,三晖电气,2017-03-23,C 制造业
中小板,上海力盛赛车文化股份有限公司,002858,力盛赛车,2017-03-24,R 文化传播
中小板,浙江洁美电子科技股份有限公司,002859,洁美科技,2017-04-07,C 制造业
中小板,杭州星帅尔电器股份有限公司,002860,星帅尔,2017-04-12,C 制造业
中小板,瀛通通讯股份有限公司,002861,瀛通通讯,2017-04-13,C 制造业
中小板,实丰文化发展股份有限公司,002862,实丰文化,2017-04-11,C 制造业
中小板,浙江今飞凯达轮毂股份有限公司,002863,今飞凯达,2017-04-18,C 制造业
中小板,陕西盘龙药业集团股份有限公司,002864,盘龙药业,2017-11-16,C 制造业
中小板,海南钧达汽车饰件股份有限公司,002865,钧达股份,2017-04-25,C 制造业
中小板,江苏传艺科技股份有限公司,002866,传艺科技,2017-04-26,C 制造业
中小板,周大生珠宝股份有限公司,002867,周大生,2017-04-27,C 制造业
中小板,绿康生化股份有限公司,002868,绿康生化,2017-05-03,C 制造业
中小板,深圳市金溢科技股份有限公司,002869,金溢科技,2017-05-15,C 制造业
中小板,广东香山衡器集团股份有限公司,002870,香山股份,2017-05-15,C 制造业
中小板,青岛伟隆阀门股份有限公司,002871,伟隆股份,2017-05-11,C 制造业
中小板,天圣制药集团股份有限公司,002872,ST天圣,2017-05-19,F 批发零售
中小板,贵阳新天药业股份有限公司,002873,新天药业,2017-05-19,C 制造业
中小板,深圳市安奈儿股份有限公司,002875,安奈儿,2017-06-01,C 制造业
中小板,深圳市三利谱光电科技股份有限公司,002876,三利谱,2017-05-25,C 制造业
中小板,无锡智能自控工程股份有限公司,002877,智能自控,2017-06-05,C 制造业
中小板,北京元隆雅图文化传播股份有限公司,002878,元隆雅图,2017-06-06,L 商务服务
中小板,长缆电工科技股份有限公司,002879,长缆科技,2017-07-07,C 制造业
中小板,深圳市卫光生物制品股份有限公司,002880,卫光生物,2017-06-16,C 制造业
中小板,美格智能技术股份有限公司,002881,美格智能,2017-06-22,C 制造业
中小板,金龙羽集团股份有限公司,002882,金龙羽,2017-07-17,C 制造业
中小板,江苏中设集团股份有限公司,002883,中设股份,2017-06-20,M 科研服务
中小板,广东凌霄泵业股份有限公司,002884,凌霄泵业,2017-07-11,C 制造业
中小板,深圳市京泉华科技股份有限公司,002885,京泉华,2017-06-27,C 制造业
中小板,深圳市沃特新材料股份有限公司,002886,沃特股份,2017-06-27,C 制造业
中小板,天津绿茵景观生态建设股份有限公司,002887,绿茵生态,2017-08-01,N 公共环保
中小板,广州惠威电声科技股份有限公司,002888,惠威科技,2017-07-21,C 制造业
中小板,深圳市东方嘉盛供应链股份有限公司,002889,东方嘉盛,2017-07-31,L 商务服务
中小板,山东弘宇农机股份有限公司,002890,弘宇股份,2017-08-02,C 制造业
中小板,烟台中宠食品股份有限公司,002891,中宠股份,2017-08-21,C 制造业
中小板,科力尔电机集团股份有限公司,002892,科力尔,2017-08-17,C 制造业
中小板,北京华远意通热力科技股份有限公司,002893,华通热力,2017-09-15,D 水电煤气
中小板,贵州川恒化工股份有限公司,002895,川恒股份,2017-08-25,C 制造业
中小板,宁波中大力德智能传动股份有限公司,002896,中大力德,2017-08-29,C 制造业
中小板,温州意华接插件股份有限公司,002897,意华股份,2017-09-07,C 制造业
中小板,珠海赛隆药业股份有限公司,002898,赛隆药业,2017-09-12,C 制造业
中小板,青岛英派斯健康科技股份有限公司,002899,英派斯,2017-09-15,C 制造业
中小板,哈尔滨三联药业股份有限公司,002900,哈三联,2017-09-22,C 制造业
中小板,大博医疗科技股份有限公司,002901,大博医疗,2017-09-22,C 制造业
中小板,东莞铭普光磁股份有限公司,002902,铭普光磁,2017-09-29,C 制造业
中小板,宇环数控机床股份有限公司,002903,宇环数控,2017-10-13,C 制造业
中小板,广州金逸影视传媒股份有限公司,002905,金逸影视,2017-10-16,R 文化传播
中小板,惠州市华阳集团股份有限公司,002906,华阳集团,2017-10-13,C 制造业
中小板,重庆华森制药股份有限公司,002907,华森制药,2017-10-20,C 制造业
中小板,广东德生科技股份有限公司,002908,德生科技,2017-10-20,I 信息技术
中小板,广州集泰化工股份有限公司,002909,集泰股份,2017-10-26,C 制造业
中小板,兰州庄园牧场股份有限公司,002910,庄园牧场,2017-10-31,C 制造业
中小板,佛燃能源集团股份有限公司,002911,佛燃能源,2017-11-22,D 水电煤气
中小板,深圳市中新赛克科技股份有限公司,002912,中新赛克,2017-11-21,I 信息技术
中小板,奥士康科技股份有限公司,002913,奥士康,2017-12-01,C 制造业
中小板,浙江中欣氟材股份有限公司,002915,中欣氟材,2017-12-05,C 制造业
中小板,深南电路股份有限公司,002916,深南电路,2017-12-13,C 制造业
中小板,深圳市金奥博科技股份有限公司,002917,金奥博,2017-12-08,C 制造业
中小板,蒙娜丽莎集团股份有限公司,002918,蒙娜丽莎,2017-12-19,C 制造业
中小板,名臣健康用品股份有限公司,002919,名臣健康,2017-12-18,C 制造业
中小板,惠州市德赛西威汽车电子股份有限公司,002920,德赛西威,2017-12-26,C 制造业
中小板,山东联诚精密制造股份有限公司,002921,联诚精密,2017-12-27,C 制造业
中小板,伊戈尔电气股份有限公司,002922,伊戈尔,2017-12-29,C 制造业
中小板,珠海润都制药股份有限公司,002923,润都股份,2018-01-05,C 制造业
中小板,厦门盈趣科技股份有限公司,002925,盈趣科技,2018-01-15,C 制造业
中小板,华西证券股份有限公司,002926,华西证券,2018-02-05,J 金融业
中小板,贵州泰永长征技术股份有限公司,002927,泰永长征,2018-02-23,C 制造业
中小板,华夏航空股份有限公司,002928,华夏航空,2018-03-02,G 运输仓储
中小板,润建股份有限公司,002929,润建股份,2018-03-01,I 信息技术
中小板,广东宏川智慧物流股份有限公司,002930,宏川智慧,2018-03-28,G 运输仓储
中小板,浙江锋龙电气股份有限公司,002931,锋龙股份,2018-04-03,C 制造业
中小板,武汉明德生物科技股份有限公司,002932,明德生物,2018-07-10,C 制造业
中小板,北京新兴东方航空装备股份有限公司,002933,新兴装备,2018-08-28,C 制造业
中小板,成都天奥电子股份有限公司,002935,天奥电子,2018-09-03,C 制造业
中小板,郑州银行股份有限公司,002936,郑州银行,2018-09-19,J 金融业
中小板,宁波兴瑞电子科技股份有限公司,002937,兴瑞科技,2018-09-26,C 制造业
中小板,鹏鼎控股（深圳）股份有限公司,002938,鹏鼎控股,2018-09-18,C 制造业
中小板,长城证券股份有限公司,002939,长城证券,2018-10-26,J 金融业
中小板,浙江昂利康制药股份有限公司,002940,昂利康,2018-10-23,C 制造业
中小板,新疆交通建设集团股份有限公司,002941,新疆交建,2018-11-28,E 建筑业
中小板,浙江新农化工股份有限公司,002942,新农股份,2018-12-05,C 制造业
中小板,湖南宇晶机器股份有限公司,002943,宇晶股份,2018-11-29,C 制造业
中小板,华林证券股份有限公司,002945,华林证券,2019-01-17,J 金融业
中小板,新希望乳业股份有限公司,002946,新乳业,2019-01-25,C 制造业
中小板,苏州恒铭达电子科技股份有限公司,002947,恒铭达,2019-02-01,C 制造业
中小板,青岛银行股份有限公司,002948,青岛银行,2019-01-16,J 金融业
中小板,深圳市华阳国际工程设计股份有限公司,002949,华阳国际,2019-02-26,M 科研服务
中小板,奥美医疗用品股份有限公司,002950,奥美医疗,2019-03-11,C 制造业
中小板,四川金时科技股份有限公司,002951,金时科技,2019-03-15,C 制造业
中小板,亚世光电（集团）股份有限公司,002952,亚世光电,2019-03-28,C 制造业
中小板,广东日丰电缆股份有限公司,002953,日丰股份,2019-05-09,C 制造业
中小板,鸿合科技股份有限公司,002955,鸿合科技,2019-05-23,C 制造业
中小板,桂林西麦食品股份有限公司,002956,西麦食品,2019-06-19,C 制造业
中小板,深圳科瑞技术股份有限公司,002957,科瑞技术,2019-07-26,C 制造业
中小板,青岛农村商业银行股份有限公司,002958,青农商行,2019-03-26,J 金融业
中小板,小熊电器股份有限公司,002959,小熊电器,2019-08-23,C 制造业
中小板,青鸟消防股份有限公司,002960,青鸟消防,2019-08-09,C 制造业
中小板,瑞达期货股份有限公司,002961,瑞达期货,2019-09-05,J 金融业
中小板,湖北五方光电股份有限公司,002962,五方光电,2019-09-17,C 制造业
中小板,豪尔赛科技集团股份有限公司,002963,豪尔赛,2019-10-28,E 建筑业
中小板,祥鑫科技股份有限公司,002965,祥鑫科技,2019-10-25,C 制造业
中小板,苏州银行股份有限公司,002966,苏州银行,2019-08-02,J 金融业
中小板,广州广电计量检测股份有限公司,002967,广电计量,2019-11-08,M 科研服务
中小板,重庆新大正物业集团股份有限公司,002968,新大正,2019-12-03,K 房地产
中小板,嘉美食品包装（滁州）股份有限公司,002969,嘉美包装,2019-12-02,C 制造业
中小板,深圳市锐明技术股份有限公司,002970,锐明技术,2019-12-17,C 制造业
中小板,湖北和远气体股份有限公司,002971,和远气体,2020-01-13,C 制造业
中小板,深圳科安达电子科技股份有限公司,002972,科安达,2019-12-27,C 制造业
中小板,侨银城市管理股份有限公司,002973,侨银股份,2020-01-06,N 公共环保
中小板,珠海博杰电子股份有限公司,002975,博杰股份,2020-02-05,C 制造业
中小板,苏州瑞玛精密工业股份有限公司,002976,瑞玛工业,2020-03-06,C 制造业
中小板,成都天箭科技股份有限公司,002977,天箭科技,2020-03-17,C 制造业
中小板,四川安宁铁钛股份有限公司,002978,安宁股份,2020-04-17,B 采矿业
中小板,深圳市雷赛智能控制股份有限公司,002979,雷赛智能,2020-04-08,C 制造业
中小板,深圳市华盛昌科技实业股份有限公司,002980,华盛昌,2020-04-15,C 制造业
中小板,广东朝阳电子科技股份有限公司,002981,朝阳科技,2020-04-17,C 制造业
中小板,湖南湘佳牧业股份有限公司,002982,湘佳股份,2020-04-24,A 农林牧渔
中小板,安徽芯瑞达科技股份有限公司,002983,芯瑞达,2020-04-28,C 制造业
中小板,青岛森麒麟轮胎股份有限公司,002984,森麒麟,2020-09-11,C 制造业
中小板,北京北摩高科摩擦材料股份有限公司,002985,北摩高科,2020-04-29,C 制造业
中小板,湖南宇新能源科技股份有限公司,002986,宇新股份,2020-06-02,C 制造业
中小板,京北方信息技术股份有限公司,002987,京北方,2020-05-07,I 信息技术
中小板,广东豪美新材股份有限公司,002988,豪美新材,2020-05-18,C 制造业
中小板,深圳中天精装股份有限公司,002989,中天精装,2020-06-10,E 建筑业
中小板,盛视科技股份有限公司,002990,盛视科技,2020-05-25,I 信息技术
中小板,甘源食品股份有限公司,002991,甘源食品,2020-07-31,C 制造业
中小板,深圳市宝明科技股份有限公司,002992,宝明科技,2020-08-03,C 制造业
中小板,东莞市奥海科技股份有限公司,002993,奥海科技,2020-08-17,C 制造业
中小板,北京全时天地在线网络信息股份有限公司,002995,天地在线,2020-08-05,I 信息技术
中小板,重庆顺博铝合金股份有限公司,002996,顺博合金,2020-08-28,C 制造业
中小板,瑞鹄汽车模具股份有限公司,002997,瑞鹄模具,2020-09-03,C 制造业
中小板,优彩环保资源科技股份有限公司,002998,优彩资源,2020-09-25,C 制造业
中小板,广东天禾农资股份有限公司,002999,天禾股份,2020-09-03,F 批发零售
中小板,华文食品股份有限公司,003000,华文食品,2020-09-14,C 制造业
中小板,北京中岩大地科技股份有限公司,003001,中岩大地,2020-10-13,E 建筑业
中小板,山西壶化集团股份有限公司,003002,壶化股份,2020-09-22,C 制造业
中小板,广东天元实业集团股份有限公司,003003,天元股份,2020-09-21,C 制造业
中小板,北京声迅电子股份有限公司,003004,声迅股份,2020-11-26,I 信息技术
中小板,北京竞业达数码科技股份有限公司,003005,竞业达,2020-09-22,I 信息技术
中小板,重庆百亚卫生用品股份有限公司,003006,百亚股份,2020-09-21,C 制造业
中小板,北京直真科技股份有限公司,003007,直真科技,2020-09-23,I 信息技术
中小板,许昌开普检测研究院股份有限公司,003008,开普检测,2020-09-23,M 科研服务
中小板,陕西中天火箭技术股份有限公司,003009,中天火箭,2020-09-25,C 制造业
中小板,广州若羽臣科技股份有限公司,003010,若羽臣,2020-09-25,I 信息技术
中小板,浙江海象新材料股份有限公司,003011,海象新材,2020-09-30,C 制造业
中小板,广东东鹏控股股份有限公司,003012,东鹏控股,2020-10-19,C 制造业
中小板,广州地铁设计研究院股份有限公司,003013,地铁设计,2020-10-22,M 科研服务
中小板,江苏日久光电股份有限公司,003015,日久光电,2020-10-21,C 制造业
中小板,欣贺股份有限公司,003016,欣贺股份,2020-10-26,C 制造业
中小板,浙江大洋生物科技集团股份有限公司,003017,大洋生物,2020-10-26,C 制造业
中小板,金富科技股份有限公司,003018,金富科技,2020-11-06,C 制造业
中小板,宸展光电（厦门）股份有限公司,003019,宸展光电,2020-11-17,C 制造业
中小板,合肥立方制药股份有限公司,003020,立方制药,2020-12-15,F 批发零售
中小板,深圳市兆威机电股份有限公司,003021,兆威机电,2020-12-04,C 制造业
中小板,联泓新材料科技股份有限公司,003022,联泓新科,2020-12-08,C 制造业
中小板,成都彩虹电器（集团）股份有限公司,003023,彩虹集团,2020-12-11,C 制造业
中小板,思进智能成形装备股份有限公司,003025,思进智能,2020-12-11,C 制造业
中小板,浙江中晶科技股份有限公司,003026,中晶科技,2020-12-18,C 制造业
中小板,同兴环保科技股份有限公司,003027,同兴环保,2020-12-18,N 公共环保
中小板,深圳市振邦智能科技股份有限公司,003028,振邦智能,2020-12-28,C 制造业
中小板,长春吉大正元信息技术股份有限公司,003029,吉大正元,2020-12-24,I 信息技术
中小板,祖名豆制品股份有限公司,003030,祖名股份,2021-01-06,C 制造业
中小板,河北中瓷电子科技股份有限公司,003031,中瓷电子,2021-01-04,C 制造业
中小板,江苏传智播客教育科技股份有限公司,003032,传智教育,2021-01-12,P 教育
中小板,青岛征和工业股份有限公司,003033,征和工业,2021-01-11,C 制造业
中小板,南方电网综合能源股份有限公司,003035,南网能源,2021-01-19,M 科研服务
中小板,浙江泰坦股份有限公司,003036,泰坦股份,2021-01-28,C 制造业
中小板,广东三和管桩股份有限公司,003037,三和管桩,2021-02-04,C 制造业
中小板,安徽鑫铂铝业股份有限公司,003038,鑫铂股份,2021-02-10,C 制造业
中小板,中国广核电力股份有限公司,003816,中国广核,2019-08-26,D 水电煤气
创业板,青岛特锐德电气股份有限公司,300001,特锐德,2009-10-30,C 制造业
创业板,北京神州泰岳软件股份有限公司,300002,神州泰岳,2009-10-30,I 信息技术
创业板,乐普（北京）医疗器械股份有限公司,300003,乐普医疗,2009-10-30,C 制造业
创业板,南方风机股份有限公司,300004,南风股份,2009-10-30,C 制造业
创业板,探路者控股集团股份有限公司,300005,探路者,2009-10-30,C 制造业
创业板,重庆莱美药业股份有限公司,300006,莱美药业,2009-10-30,C 制造业
创业板,汉威科技集团股份有限公司,300007,汉威科技,2009-10-30,C 制造业
创业板,天海融合防务装备技术股份有限公司,300008,天海防务,2009-10-30,E 建筑业
创业板,安徽安科生物工程(集团)股份有限公司,300009,安科生物,2009-10-30,C 制造业
创业板,豆神教育科技（北京）股份有限公司,300010,豆神教育,2009-10-30,I 信息技术
创业板,北京鼎汉技术集团股份有限公司,300011,鼎汉技术,2009-10-30,C 制造业
创业板,华测检测认证集团股份有限公司,300012,华测检测,2009-10-30,M 科研服务
创业板,江苏新宁现代物流股份有限公司,300013,新宁物流,2009-10-30,G 运输仓储
创业板,惠州亿纬锂能股份有限公司,300014,亿纬锂能,2009-10-30,C 制造业
创业板,爱尔眼科医院集团股份有限公司,300015,爱尔眼科,2009-10-30,Q 卫生
创业板,北京北陆药业股份有限公司,300016,北陆药业,2009-10-30,C 制造业
创业板,网宿科技股份有限公司,300017,网宿科技,2009-10-30,I 信息技术
创业板,武汉中元华电科技股份有限公司,300018,中元股份,2009-10-30,C 制造业
创业板,成都硅宝科技股份有限公司,300019,硅宝科技,2009-10-30,C 制造业
创业板,银江股份有限公司,300020,银江股份,2009-10-30,I 信息技术
创业板,大禹节水集团股份有限公司,300021,大禹节水,2009-10-30,C 制造业
创业板,吉峰三农科技服务股份有限公司,300022,吉峰科技,2009-10-30,F 批发零售
创业板,西安宝德自动化股份有限公司,300023,宝德股份,2009-10-30,J 金融业
创业板,沈阳新松机器人自动化股份有限公司,300024,机器人,2009-10-30,C 制造业
创业板,杭州华星创业通信技术股份有限公司,300025,华星创业,2009-10-30,I 信息技术
创业板,天津红日药业股份有限公司,300026,红日药业,2009-10-30,C 制造业
创业板,华谊兄弟传媒股份有限公司,300027,华谊兄弟,2009-10-30,R 文化传播
创业板,江苏华盛天龙光电设备股份有限公司,300029,ST天龙,2009-12-25,C 制造业
创业板,广州阳普医疗科技股份有限公司,300030,阳普医疗,2009-12-25,C 制造业
创业板,无锡宝通科技股份有限公司,300031,宝通科技,2009-12-25,I 信息技术
创业板,金龙机电股份有限公司,300032,金龙机电,2009-12-25,C 制造业
创业板,浙江核新同花顺网络信息股份有限公司,300033,同花顺,2009-12-25,J 金融业
创业板,北京钢研高纳科技股份有限公司,300034,钢研高纳,2009-12-25,C 制造业
创业板,湖南中科电气股份有限公司,300035,中科电气,2009-12-25,C 制造业
创业板,北京超图软件股份有限公司,300036,超图软件,2009-12-25,I 信息技术
创业板,深圳新宙邦科技股份有限公司,300037,新宙邦,2010-01-08,C 制造业
创业板,北京数知科技股份有限公司,300038,ST数知,2010-01-08,I 信息技术
创业板,上海凯宝药业股份有限公司,300039,上海凯宝,2010-01-08,C 制造业
创业板,哈尔滨九洲集团股份有限公司,300040,九洲集团,2010-01-08,C 制造业
创业板,湖北回天新材料股份有限公司,300041,回天新材,2010-01-08,C 制造业
创业板,深圳市朗科科技股份有限公司,300042,朗科科技,2010-01-08,C 制造业
创业板,星辉互动娱乐股份有限公司,300043,星辉娱乐,2010-01-20,I 信息技术
创业板,深圳市赛为智能股份有限公司,300044,赛为智能,2010-01-20,I 信息技术
创业板,北京华力创通科技股份有限公司,300045,华力创通,2010-01-20,C 制造业
创业板,湖北台基半导体股份有限公司,300046,台基股份,2010-01-20,C 制造业
创业板,深圳天源迪科信息技术股份有限公司,300047,天源迪科,2010-01-20,I 信息技术
创业板,北京合康新能科技股份有限公司,300048,合康新能,2010-01-20,C 制造业
创业板,内蒙古福瑞医疗科技股份有限公司,300049,福瑞股份,2010-01-20,C 制造业
创业板,珠海世纪鼎利科技股份有限公司,300050,世纪鼎利,2010-01-20,I 信息技术
创业板,厦门三五互联科技股份有限公司,300051,三五互联,2010-02-11,I 信息技术
创业板,深圳中青宝互动网络股份有限公司,300052,中青宝,2010-02-11,I 信息技术
创业板,珠海欧比特宇航科技股份有限公司,300053,欧比特,2010-02-11,C 制造业
创业板,湖北鼎龙控股股份有限公司,300054,鼎龙股份,2010-02-11,C 制造业
创业板,北京万邦达环保技术股份有限公司,300055,万邦达,2010-02-26,E 建筑业
创业板,厦门中创环保科技股份有限公司,300056,中创环保,2010-02-26,C 制造业
创业板,汕头万顺新材集团股份有限公司,300057,万顺新材,2010-02-26,C 制造业
创业板,北京蓝色光标数据科技股份有限公司,300058,蓝色光标,2010-02-26,L 商务服务
创业板,东方财富信息股份有限公司,300059,东方财富,2010-03-19,J 金融业
创业板,旗天科技集团股份有限公司,300061,旗天科技,2010-03-19,L 商务服务
创业板,中能电气股份有限公司,300062,中能电气,2010-03-19,C 制造业
创业板,广东天龙科技集团股份有限公司,300063,天龙集团,2010-03-26,L 商务服务
创业板,郑州华晶金刚石股份有限公司,300064,ST金刚,2010-03-26,C 制造业
创业板,北京海兰信数据科技股份有限公司,300065,海兰信,2010-03-26,C 制造业
创业板,三川智慧科技股份有限公司,300066,三川智慧,2010-03-26,C 制造业
创业板,上海安诺其集团股份有限公司,300067,安诺其,2010-04-21,C 制造业
创业板,浙江南都电源动力股份有限公司,300068,南都电源,2010-04-21,C 制造业
创业板,浙江金利华电气股份有限公司,300069,金利华电,2010-04-21,C 制造业
创业板,北京碧水源科技股份有限公司,300070,碧水源,2010-04-21,N 公共环保
创业板,北京华谊嘉信整合营销顾问集团股份有限公司,300071,华谊嘉信,2010-04-21,L 商务服务
创业板,北京三聚环保新材料股份有限公司,300072,三聚环保,2010-04-27,C 制造业
创业板,北京当升材料科技股份有限公司,300073,当升科技,2010-04-27,C 制造业
创业板,华平信息技术股份有限公司,300074,华平股份,2010-04-27,I 信息技术
创业板,北京数字政通科技股份有限公司,300075,数字政通,2010-04-27,I 信息技术
创业板,宁波GQY视讯股份有限公司,300076,GQY视讯,2010-04-30,C 制造业
创业板,国民技术股份有限公司,300077,国民技术,2010-04-30,C 制造业
创业板,思创医惠科技股份有限公司,300078,思创医惠,2010-04-30,C 制造业
创业板,北京数码视讯科技股份有限公司,300079,数码视讯,2010-04-30,C 制造业
创业板,河南易成新能源股份有限公司,300080,易成新能,2010-06-25,C 制造业
创业板,恒信东方文化股份有限公司,300081,恒信东方,2010-05-20,M 科研服务
创业板,辽宁奥克化学股份有限公司,300082,奥克股份,2010-05-20,C 制造业
创业板,广东创世纪智能装备集团股份有限公司,300083,创世纪,2010-05-20,C 制造业
创业板,海默科技（集团）股份有限公司,300084,海默科技,2010-05-20,B 采矿业
创业板,深圳市银之杰科技股份有限公司,300085,银之杰,2010-05-26,I 信息技术
创业板,康芝药业股份有限公司,300086,康芝药业,2010-05-26,C 制造业
创业板,安徽荃银高科种业股份有限公司,300087,荃银高科,2010-05-26,A 农林牧渔
创业板,芜湖长信科技股份有限公司,300088,长信科技,2010-05-26,C 制造业
创业板,广东文化长城集团股份有限公司,300089,文化长城,2010-06-25,C 制造业
创业板,金通灵科技集团股份有限公司,300091,金通灵,2010-06-25,C 制造业
创业板,四川科新机电股份有限公司,300092,科新机电,2010-07-08,C 制造业
创业板,广东金刚玻璃科技股份有限公司,300093,金刚玻璃,2010-07-08,C 制造业
创业板,湛江国联水产开发股份有限公司,300094,国联水产,2010-07-08,A 农林牧渔
创业板,江西华伍制动器股份有限公司,300095,华伍股份,2010-07-28,C 制造业
创业板,易联众信息技术股份有限公司,300096,易联众,2010-07-28,I 信息技术
创业板,大连智云自动化装备股份有限公司,300097,智云股份,2010-07-28,C 制造业
创业板,高新兴科技集团股份有限公司,300098,高新兴,2010-07-28,I 信息技术
创业板,尤洛卡精准信息工程股份有限公司,300099,精准信息,2010-08-06,C 制造业
创业板,宁波双林汽车部件股份有限公司,300100,双林股份,2010-08-06,C 制造业
创业板,成都振芯科技股份有限公司,300101,振芯科技,2010-08-06,C 制造业
创业板,厦门乾照光电股份有限公司,300102,乾照光电,2010-08-12,C 制造业
创业板,达刚控股集团股份有限公司,300103,达刚控股,2010-08-12,N 公共环保
创业板,烟台龙源电力技术股份有限公司,300105,龙源技术,2010-08-20,C 制造业
创业板,新疆西部牧业股份有限公司,300106,西部牧业,2010-08-20,A 农林牧渔
创业板,河北建新化工股份有限公司,300107,建新股份,2010-08-20,C 制造业
创业板,吉药控股集团股份有限公司,300108,吉药控股,2010-08-25,C 制造业
创业板,博爱新开源医疗科技集团股份有限公司,300109,新开源,2010-08-25,C 制造业
创业板,华仁药业股份有限公司,300110,华仁药业,2010-08-25,C 制造业
创业板,浙江向日葵大健康科技股份有限公司,300111,向日葵,2010-08-27,C 制造业
创业板,深圳万讯自控股份有限公司,300112,万讯自控,2010-08-27,C 制造业
创业板,杭州顺网科技股份有限公司,300113,顺网科技,2010-08-27,I 信息技术
创业板,中航电测仪器股份有限公司,300114,中航电测,2010-08-27,C 制造业
创业板,深圳市长盈精密技术股份有限公司,300115,长盈精密,2010-09-02,C 制造业
